Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
133,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL 8-ft. Bed 3.5L 4X4,Ford,2011 Ford F-150,2011,365,420
135,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
135,253,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
102,36,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
102,36,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,11,E85,15,Automatic transmission,2011 Ford F-150 XL 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,213,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,213,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
156,213,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
156,213,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
156,213,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed 3.5L 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
135,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XL SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
148,45,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
102,45,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XLT 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
102,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,11,E85,15,Automatic transmission,2011 Ford F-150 XLT 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
138,36,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
138,36,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XLT 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed,Ford,2011 Ford F-150,2011,302,278
143,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,11,E85,15,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
143,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
156,213,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Ford F-150 XL SuperCab 8-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
133,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
133,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT 8-ft. Bed 3.5L 4X4,Ford,2011 Ford F-150,2011,365,420
135,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
135,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,11,E85,15,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
135,253,212,Four-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,16,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,302,278
135,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed V8 4X4,Ford,2011 Ford F-150,2011,360,380
135,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCab 6.5-ft. Bed 3.5L 4X4,Ford,2011 Ford F-150,2011,365,420
135,213,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,12,E85,17,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed,Ford,2011 Ford F-150,2011,302,278
135,213,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
135,213,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
156,213,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
156,213,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCab 8-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 3.7L 6 Cylinder 302 hp 278 ft-lbs FFV,True,6,6 Speed Automatic,17,Gasoline,23,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,302,278
95,253,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,11,E85,15,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  V8,Ford,2011 Ford F-150,2011,360,380
95,253,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed  3.5L,Ford,2011 Ford F-150,2011,365,420
143,253,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
143,253,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCrew 5.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,45,212,Rear-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Ford,2011 Ford F-150,2011,360,380
95,45,212,Rear-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed  V6,Ford,2011 Ford F-150,2011,365,420
148,45,212,Four-wheel drive,Ford 5.0L 8 Cylinder 360 hp 380 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,360,380
148,45,212,Four-wheel drive,Ford 3.5L 6 Cylinder 365 hp 420 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Ford F-150 XLT SuperCrew 6.5-ft. Bed V6 4X4,Ford,2011 Ford F-150,2011,365,420
95,253,212,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,411,434
143,253,212,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 Harley-Davidson SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,411,434
95,253,212,Rear-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,True,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed,Ford,2011 Ford F-150,2011,411,434
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
143,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
24,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
95,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365
143,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
95,45,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
199,234,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
143,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
133,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
24,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  FFV,Ford,2010 Ford F-150,2010,310,365
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294
156,213,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
156,213,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
148,45,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365
138,36,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320
143,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,True,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,True,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320
