Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2012 Subaru Impreza Sedan 2.0i Premium PZEV,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,195,227,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Sedan
2012 Subaru Impreza Sedan 2.0i Premium,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,195,227,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Sedan
2010 Subaru Impreza WRX Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,227,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Sedan
2011 Subaru Impreza WRX Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,227,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Sedan
2010 Subaru Impreza Sedan 2.5i AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,227,203,20,26,Gasoline,Subaru,2010 Subaru Impreza Sedan
2010 Subaru Impreza Sedan 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,227,203,20,27,Gasoline,Subaru,2010 Subaru Impreza Sedan
2011 Subaru Impreza Sedan 2.5i Premium AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,227,203,20,26,Gasoline,Subaru,2011 Subaru Impreza Sedan
2011 Subaru Impreza Sedan 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,227,203,20,27,Gasoline,Subaru,2011 Subaru Impreza Sedan
2011 Subaru Impreza WRX STI Sedan,TRUE,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,2011,3,1,305,290,2.5,4 ,6,195,227,3,17,23,Gasoline,Subaru,2011 Subaru Impreza WRX Sedan
2011 Subaru Impreza Sedan 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,227,203,20,27,Gasoline,Subaru,2011 Subaru Impreza Sedan
2011 Subaru Impreza Sedan 2.5i AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,227,203,20,26,Gasoline,Subaru,2011 Subaru Impreza Sedan
2010 Subaru Impreza Sedan 2.5i Premium AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,227,203,20,26,Gasoline,Subaru,2010 Subaru Impreza Sedan
2010 Subaru Impreza Sedan 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,227,203,20,27,Gasoline,Subaru,2010 Subaru Impreza Sedan
2010 Subaru Impreza Sedan 2.5GT,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2010,3,2,224,226,2.5,4 ,4,195,227,203,19,24,Gasoline,Subaru,2010 Subaru Impreza Sedan
2011 Subaru Impreza Hatchback Outback Sport AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,62,203,20,26,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2011 Subaru Impreza Hatchback Outback Sport,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,62,203,20,27,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2011 Subaru Impreza Hatchback WRX STI,TRUE,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,2011,3,1,305,290,2.5,4 ,6,195,62,3,17,23,Gasoline,Subaru,2011 Subaru Impreza WRX Hatchback
2011 Subaru Impreza Hatchback 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,62,203,20,27,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2011 Subaru Impreza Hatchback 2.5i AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,62,203,20,26,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2011 Subaru Impreza WRX Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,62,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Hatchback
2010 Subaru Impreza Hatchback 2.5GT,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2010,3,2,224,226,2.5,4 ,4,195,62,203,19,24,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza Hatchback Outback Sport AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,200,62,203,20,26,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza WRX STI Hatchback,TRUE,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,2010,3,1,305,290,2.5,4 ,6,195,62,3,17,23,Gasoline,Subaru,2010 Subaru Impreza WRX Hatchback
2010 Subaru Impreza Hatchback 2.5i AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,195,62,203,20,26,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza Hatchback Outback Sport,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,5,200,62,203,20,27,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza Hatchback 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,5,195,62,203,20,27,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza WRX STI Special Edition Hatchback,TRUE,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,2010,3,1,305,290,2.5,4 ,6,195,62,3,17,23,Gasoline,Subaru,2010 Subaru Impreza WRX Hatchback
2010 Subaru Impreza WRX Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,62,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Hatchback
2011 Subaru Impreza Hatchback 2.5i Premium AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,2,170,170,2.5,4 ,4,195,62,203,20,26,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2011 Subaru Impreza Hatchback 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,5,195,62,203,20,27,Gasoline,Subaru,2011 Subaru Impreza Hatchback
2010 Subaru Impreza Hatchback 2.5i Premium AT,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,2,170,170,2.5,4 ,4,195,62,203,20,26,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2010 Subaru Impreza Hatchback 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,5,195,62,203,20,27,Gasoline,Subaru,2010 Subaru Impreza Hatchback
2011 Subaru Legacy 3.6R,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2011 Subaru Legacy
2011 Subaru Legacy 2.5GT Limited,TRUE,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,2011,3,1,265,258,2.5,4 ,6,226,126,29,18,25,Gasoline,Subaru,2011 Subaru Legacy
2011 Subaru Legacy 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2011 Subaru Legacy
2011 Subaru Legacy 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2011 Subaru Legacy
2010 Subaru Legacy 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2010 Subaru Legacy
2010 Subaru Legacy 2.5GT Premium,TRUE,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,2010,3,1,265,258,2.5,4 ,6,226,126,29,18,25,Gasoline,Subaru,2010 Subaru Legacy
2010 Subaru Legacy 3.6R,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2010 Subaru Legacy
2010 Subaru Legacy 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2010 Subaru Legacy
2011 Subaru Outback 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2011 Subaru Outback
2011 Subaru Outback 3.6R,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2011 Subaru Outback
2011 Subaru Outback 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2011,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2011 Subaru Outback
2010 Subaru Outback 3.6R,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2010 Subaru Outback
2010 Subaru Outback 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2010 Subaru Outback
2010 Subaru Outback 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2010,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2010 Subaru Outback
2011 Subaru Impreza WRX Premium Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,227,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Sedan
2011 Subaru Impreza WRX STI Limited Sedan,TRUE,Subaru 2.5L 4 cylinder 305 hp 290 ft-lbs Turbo,2011,3,1,305,290,2.5,4 ,6,195,227,3,17,23,Gasoline,Subaru,2011 Subaru Impreza WRX Sedan
2011 Subaru Impreza WRX Limited Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,227,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Sedan
2010 Subaru Impreza WRX Limited Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,227,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Sedan
2010 Subaru Impreza WRX Premium Sedan,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,227,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Sedan
2011 Subaru Impreza WRX Limited Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,62,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Hatchback
2011 Subaru Impreza WRX Premium Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2011,3,1,265,244,2.5,4 ,5,195,62,3,19,25,Gasoline,Subaru,2011 Subaru Impreza WRX Hatchback
2010 Subaru Impreza WRX Premium Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,62,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Hatchback
2010 Subaru Impreza WRX Limited Hatchback,TRUE,Subaru 2.5L 4 cylinder 265 hp 244 ft-lbs Turbo,2010,3,1,265,244,2.5,4 ,5,195,62,203,18,25,Gasoline,Subaru,2010 Subaru Impreza WRX Hatchback
2011 Subaru Legacy 3.6R Premium,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2011 Subaru Legacy
2011 Subaru Legacy 3.6R Limited,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2011 Subaru Legacy
2010 Subaru Legacy 2.5GT Limited,TRUE,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,2010,3,1,265,258,2.5,4 ,6,226,126,29,18,25,Gasoline,Subaru,2010 Subaru Legacy
2010 Subaru Legacy 3.6R Premium,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2010 Subaru Legacy
2010 Subaru Legacy 3.6R Limited,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2010 Subaru Legacy
2011 Subaru Outback 3.6R Premium,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2011 Subaru Outback
2011 Subaru Outback 3.6R Limited,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2011,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2011 Subaru Outback
2010 Subaru Outback 3.6R Limited,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2010 Subaru Outback
2010 Subaru Outback 3.6R Premium,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2010,3,2,256,247,3.6,6 ,5,132,172,29,18,25,Gasoline,Subaru,2010 Subaru Outback
2012 Subaru Impreza Hatchback 2.0i,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,185,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Impreza Hatchback 2.0i PZEV,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs PZEV,2012,3,1,148,145,2.0,4 ,5,185,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Impreza Hatchback 2.0i Premium,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,185,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Impreza Hatchback 2.0i Premium PZEV,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,185,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Impreza Hatchback 2.0i Sport Premium,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,185,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Impreza Hatchback 2.0i Sport Premium PZEV,TRUE,Subaru 2.0L 4 Cylinder 148 hp 145 ft-lbs,2012,3,1,148,145,2.0,4 ,5,231,62,203,25,34,Gasoline,Subaru,2012 Subaru Impreza Hatchback
2012 Subaru Legacy 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Legacy 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,226,126,29,19,27,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Legacy 2.5GT Limited,TRUE,Subaru 2.5L 4 cylinder 265 hp 258 ft-lbs Turbo,2012,3,1,265,258,2.5,4 ,6,226,126,29,18,25,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Legacy 3.6R,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2012,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Legacy 3.6R Premium,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2012,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Legacy 3.6R Limited,TRUE,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,2012,3,2,256,247,3.6,6 ,5,226,126,29,18,25,Gasoline,Subaru,2012 Subaru Legacy
2012 Subaru Outback 2.5i,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2012 Subaru Outback
2012 Subaru Outback 2.5i PZEV,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2012 Subaru Outback
2012 Subaru Outback 2.5i Premium,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2012 Subaru Outback
2012 Subaru Outback 2.5i Premium PZEV,TRUE,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,2012,3,1,170,170,2.5,4 ,6,132,172,29,19,27,Gasoline,Subaru,2012 Subaru Outback
2012 Subaru Forester 2.5X,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,1,170,174,2.5,4 ,5,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5X AT,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5X Premium,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,1,170,174,2.5,4 ,5,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5X Premium AT,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5X Limited,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5X Touring,TRUE,Subaru 2.5L 4 Cylinder 170 hp 174 ft-lbs,2012,3,2,170,174,2.5,4 ,4,163,207,244,21,27,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5XT Premium,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2012,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2012 Subaru Forester
2012 Subaru Forester 2.5XT Touring,TRUE,Subaru 2.5L 4 cylinder 224 hp 226 ft-lbs Turbo,2012,3,2,224,226,2.5,4 ,4,163,207,244,19,24,Gasoline,Subaru,2012 Subaru Forester
2011 Suzuki Grand Vitara,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2011,2,1,166,162,2.4,4 ,5,148,148,19,19,26,Gasoline,Suzuki,2011 Suzuki Grand Vitara
2011 Suzuki Grand Vitara Premium,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2011,2,2,166,162,2.4,4 ,4,148,148,19,19,25,Gasoline,Suzuki,2011 Suzuki Grand Vitara
2011 Suzuki Grand Vitara Premium 4,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2011,4,2,166,162,2.4,4 ,4,158,148,19,19,23,Gasoline,Suzuki,2011 Suzuki Grand Vitara
2011 Suzuki Grand Vitara Limited,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2011,2,2,166,162,2.4,4 ,4,148,148,19,19,25,Gasoline,Suzuki,2011 Suzuki Grand Vitara
2011 Suzuki Grand Vitara Limited 4,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2011,4,2,166,162,2.4,4 ,4,158,148,19,19,23,Gasoline,Suzuki,2011 Suzuki Grand Vitara
2010 Suzuki Grand Vitara,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,2,1,166,162,2.4,4 ,5,158,148,19,19,26,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Premium,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,2,2,166,162,2.4,4 ,4,158,148,19,19,25,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Premium 4,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,4,2,166,162,2.4,4 ,4,158,148,19,19,23,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara XSport,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,2,2,166,162,2.4,4 ,4,158,148,19,19,25,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara XSport 4,TRUE,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,2010,4,2,230,213,3.2,6 ,5,158,148,19,17,23,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Limited,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,2,2,166,162,2.4,4 ,4,158,148,19,19,25,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Limited 4,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,4,2,166,162,2.4,4 ,4,158,148,19,19,23,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Limited 3.2L 4,TRUE,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,2010,4,2,230,213,3.2,6 ,5,158,148,19,17,23,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2010 Suzuki Grand Vitara Special Edition,TRUE,Suzuki 2.4L 4 Cylinder 166 hp 162 ft-lbs,2010,4,2,166,162,2.4,4 ,4,158,148,19,19,23,Gasoline,Suzuki,2010 Suzuki Grand Vitara
2011 Suzuki Kizashi S,TRUE,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,2011,1,1,185,170,2.4,4 ,6,200,42,29,21,31,Gasoline,Suzuki,2011 Suzuki Kizashi
2011 Suzuki Kizashi Sport GTS,TRUE,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,2011,1,1,185,170,2.4,4 ,6,190,42,29,20,29,Gasoline,Suzuki,2011 Suzuki Kizashi
2010 Suzuki Kizashi S,TRUE,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,2010,1,1,185,170,2.4,4 ,6,200,42,29,21,31,Gasoline,Suzuki,2010 Suzuki Kizashi
2010 Suzuki Kizashi GTS,TRUE,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,2010,1,1,185,170,2.4,4 ,6,200,42,29,20,29,Gasoline,Suzuki,2010 Suzuki Kizashi
2010 Suzuki Kizashi SLS,TRUE,Suzuki 2.4L 4 Cylinder 185 hp 170 ft-lbs,2010,1,1,185,170,2.4,4 ,6,200,42,29,20,29,Gasoline,Suzuki,2010 Suzuki Kizashi
2011 Suzuki SX4 Sport Sedan,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2011,1,1,150,140,2.0,4 ,6,8,138,193,23,33,Gasoline,Suzuki,2011 Suzuki SX4 Sedan
2011 Suzuki SX4 Sport Sedan S,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2011,1,1,150,140,2.0,4 ,6,8,193,8,23,32,Gasoline,Suzuki,2011 Suzuki SX4 Sedan
2011 Suzuki SX4 Sport Sedan LE,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2011,1,1,150,140,2.0,4 ,6,8,138,193,23,33,Gasoline,Suzuki,2011 Suzuki SX4 Sedan
2010 Suzuki SX4 Sportback GTS,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2010,1,1,150,140,2.0,4 ,6,43,39,219,22,30,Gasoline,Suzuki,2010 Suzuki SX4 Sportback
2011 Suzuki SX4 Sportback,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2011,1,1,150,140,2.0,4 ,6,33,18,219,22,30,Gasoline,Suzuki,2011 Suzuki SX4 Sportback
2011 Suzuki SX4 Sportback Technology,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2011,1,1,150,140,2.0,4 ,6,33,18,219,22,30,Gasoline,Suzuki,2011 Suzuki SX4 Sportback
2010 Suzuki SX4 Sport,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2010,1,1,150,140,2.0,4 ,6,8,138,193,23,33,Gasoline,Suzuki,2010 Suzuki SX4 Sedan
2010 Suzuki SX4 Sport S,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2010,1,1,150,140,2.0,4 ,6,8,159,193,23,32,Gasoline,Suzuki,2010 Suzuki SX4 Sedan
2010 Suzuki SX4 Sport LE,TRUE,Suzuki 2.0L 4 Cylinder 150 hp 140 ft-lbs,2010,1,1,150,140,2.0,4 ,6,8,138,193,23,33,Gasoline,Suzuki,2010 Suzuki SX4 Sedan
2011 Suzuki Equator Sport Crew Cab,TRUE,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,2011,2,2,261,281,4.0,6 ,5,244,127,57,15,20,Gasoline,Suzuki,2011 Suzuki Equator
2011 Suzuki Equator Sport Crew Cab Long Bed 4x4,TRUE,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,2011,4,2,261,281,4.0,6 ,5,244,214,57,14,19,Gasoline,Suzuki,2011 Suzuki Equator
2011 Suzuki Equator RMZ-4 Crew Cab,TRUE,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,2011,4,2,261,281,4.0,6 ,5,244,127,57,14,19,Gasoline,Suzuki,2011 Suzuki Equator
2011 Suzuki Equator Extended Cab,TRUE,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,2011,2,1,152,171,2.5,4 ,5,208,127,57,19,23,Gasoline,Suzuki,2011 Suzuki Equator
